sentence	predicted	label	kotogram
他人任せはダメ。ライフセーバーではないが、俺自身が介抱してあげないと。	danseigo	neutral	⌈ˢ他人任せᵖnoun:common-nounʳタニンマカセ⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢダメᵖnoun:common-noun:pos2-unk1⌉⌈ˢ。ᵖauxiliary-symbol:period⌉⌈ˢライフセーバーᵖnoun:common-noun⌉⌈ˢでᵖparticle:case-particleʳデ⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢないᵖadjective:non-self-reliant:adjective:terminalʳナイ⌉⌈ˢがᵖparticle:conjunctive-particleʳガ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ俺ᵖpronounʳオレ⌉⌈ˢ自身ᵖnoun:common-noun:adverb-possibleʳジシン⌉⌈ˢがᵖparticle:case-particleʳガ⌉⌈ˢ介抱ᵖnoun:common-noun:suru-possibleʳカイホウ⌉⌈ˢしᵖverb:non-self-reliant:sa-irregular:conjunctiveᵇするᵈするʳシ⌉⌈ˢてᵖparticle:conjunctive-particleʳテ⌉⌈ˢあげᵖverb:non-self-reliant:e-ichidan-ga:imperfectiveᵇあげるᵈあげるʳアゲ⌉⌈ˢないᵖauxiliary-verb:auxv-nai:terminalʳナイ⌉⌈ˢとᵖparticle:case-particleʳト⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
他方、何もすることもなく長時間１人にほっておくと、子供は鈍くて愚かな子供になりやすい。	neutral	kyoshigo	⌈ˢ他方ᵖnoun:common-nounʳタホウ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ何ᵖpronounʳナン⌉⌈ˢもᵖparticle:binding-particleʳモ⌉⌈ˢするᵖverb:non-self-reliant:sa-irregular:attributiveʳスル⌉⌈ˢことᵖnoun:common-nounʳコト⌉⌈ˢもᵖparticle:binding-particleʳモ⌉⌈ˢなくᵖadjective:non-self-reliant:adjective:conjunctiveᵇないᵈないʳナク⌉⌈ˢ長時間ᵖnoun:common-noun:adverb-possibleʳチョウジカン⌉⌈ˢ１人ᵖnoun:common-noun:adverb-possibleᵇ1人ᵈ1人ʳヒトリ⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢほっᵖverb:general:godan-ra:conjunctive-geminateᵇほるᵈほるʳホッ⌉⌈ˢてᵖparticle:conjunctive-particleʳテ⌉⌈ˢおくᵖverb:non-self-reliant:godan-ka:terminalʳオク⌉⌈ˢとᵖparticle:conjunctive-particleʳト⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ子供ᵖnoun:common-nounʳコドモ⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢ鈍くᵖadjective:general:adjective:conjunctiveᵇ鈍いᵈ鈍いʳニブク⌉⌈ˢてᵖparticle:conjunctive-particleʳテ⌉⌈ˢ愚かᵖshape-word:generalʳオロカ⌉⌈ˢなᵖauxiliary-verb:auxv-da:attributiveᵇだᵈだʳナ⌉⌈ˢ子供ᵖnoun:common-nounʳコドモ⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢなりᵖverb:non-self-reliant:godan-ra:conjunctiveᵇなるᵈなるʳナリ⌉⌈ˢやすいᵖsuffix:adjectival:adjective:terminalʳヤスイ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
代わりに私が参ります。	kenjogo	neutral	⌈ˢ代わりᵖnoun:common-nounʳカワリ⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢ私ᵖpronounʳワタクシ⌉⌈ˢがᵖparticle:case-particleʳガ⌉⌈ˢ参りᵖverb:non-self-reliant:godan-ra:conjunctiveᵇ参るᵈ参るʳマイリ⌉⌈ˢますᵖauxiliary-verb:auxv-masu:terminalʳマス⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
代表的なコンピュータシステムにはどのようなものがあるのか等の素朴な質問に答えることを目標している。	neutral	kyoshigo	⌈ˢ代表的ᵖnoun:common-noun:pos2-unk1ʳダイヒョウテキ⌉⌈ˢなᵖauxiliary-verb:auxv-da:attributiveᵇだᵈだʳナ⌉⌈ˢコンピュータシステムᵖnoun:proper-noun⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢどのようなᵖattributiveʳドノヨウナ⌉⌈ˢものᵖnoun:common-noun:suru-possibleʳモノ⌉⌈ˢがᵖparticle:case-particleʳガ⌉⌈ˢあるᵖverb:non-self-reliant:godan-ra:attributiveʳアル⌉⌈ˢのᵖparticle:pre-noun-particleʳノ⌉⌈ˢかᵖparticle:sentence-final-particleʳカ⌉⌈ˢ等ᵖsuffix:noun-likeʳトウ⌉⌈ˢのᵖparticle:case-particleʳノ⌉⌈ˢ素朴ᵖnoun:common-noun:pos2-unk1ʳソボク⌉⌈ˢなᵖauxiliary-verb:auxv-da:attributiveᵇだᵈだʳナ⌉⌈ˢ質問ᵖnoun:common-noun:suru-possibleʳシツモン⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢ答えるᵖverb:general:e-ichidan-a:attributiveʳコタエル⌉⌈ˢことᵖnoun:common-nounʳコト⌉⌈ˢをᵖparticle:case-particleʳヲ⌉⌈ˢ目標ᵖnoun:common-nounʳモクヒョウ⌉⌈ˢしᵖverb:non-self-reliant:sa-irregular:conjunctiveᵇするᵈするʳシ⌉⌈ˢてᵖparticle:conjunctive-particleʳテ⌉⌈ˢいるᵖverb:non-self-reliant:i-ichidan-a:terminalʳイル⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
以上、伝達終わり！	neutral	guntai	⌈ˢ以上ᵖnoun:common-noun:adverb-possibleʳイジョウ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ伝達ᵖnoun:common-noun:suru-possibleʳデンタツ⌉⌈ˢ終わりᵖnoun:common-nounʳオワリ⌉⌈ˢ！ᵖauxiliary-symbol:periodᵇ!ᵈ!ʳ!⌉
以下の空欄部分にご記入頂くだけで結構です。	neutral	kenjogo	⌈ˢ以下ᵖnoun:common-nounʳイカ⌉⌈ˢのᵖparticle:case-particleʳノ⌉⌈ˢ空欄ᵖnoun:common-nounʳクウラン⌉⌈ˢ部分ᵖnoun:common-nounʳブブン⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢごᵖprefixʳゴ⌉⌈ˢ記入ᵖnoun:common-noun:suru-possibleʳキニュウ⌉⌈ˢ頂くᵖverb:non-self-reliant:godan-ka:attributiveʳイタダク⌉⌈ˢだけᵖparticle:adverbial-particleʳダケ⌉⌈ˢでᵖparticle:case-particleʳデ⌉⌈ˢ結構ᵖshape-word:generalʳケッコウ⌉⌈ˢですᵖauxiliary-verb:auxv-desu:terminalʳデス⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
以前、この地域は静かな町でしたので。	neutral	ojousama	⌈ˢ以前ᵖnoun:common-noun:adverb-possibleʳイゼン⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢこのᵖattributiveʳコノ⌉⌈ˢ地域ᵖnoun:common-nounʳチイキ⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢ静かᵖshape-word:generalʳシズカ⌉⌈ˢなᵖauxiliary-verb:auxv-da:attributiveᵇだᵈだʳナ⌉⌈ˢ町ᵖnoun:common-nounʳマチ⌉⌈ˢでしᵖauxiliary-verb:auxv-desu:conjunctiveᵇですᵈですʳデシ⌉⌈ˢたᵖauxiliary-verb:auxv-ta:attributiveʳタ⌉⌈ˢのᵖparticle:pre-noun-particleʳノ⌉⌈ˢでᵖauxiliary-verb:auxv-da:conjunctiveᵇだᵈだʳデ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
任務完了、報告いたします。	kenjogo,guntai	guntai	⌈ˢ任務ᵖnoun:common-nounʳニンム⌉⌈ˢ完了ᵖnoun:common-noun:suru-possibleʳカンリョウ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ報告ᵖnoun:common-noun:suru-possibleʳホウコク⌉⌈ˢいたしᵖverb:non-self-reliant:godan-sa:conjunctiveᵇいたすᵈいたすʳイタシ⌉⌈ˢますᵖauxiliary-verb:auxv-masu:terminalʳマス⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
企画展のチケットで常設展もご覧いただけます。	neutral	sonkeigo	⌈ˢ企画展ᵖnoun:common-nounʳキカクテン⌉⌈ˢのᵖparticle:case-particleʳノ⌉⌈ˢチケットᵖnoun:common-noun⌉⌈ˢでᵖparticle:case-particleʳデ⌉⌈ˢ常設展ᵖnoun:common-nounʳジョウセツテン⌉⌈ˢもᵖparticle:binding-particleʳモ⌉⌈ˢご覧ᵖnoun:common-nounʳゴラン⌉⌈ˢいただけᵖverb:non-self-reliant:e-ichidan-ka:conjunctiveᵇいただけるᵈいただけるʳイタダケ⌉⌈ˢますᵖauxiliary-verb:auxv-masu:terminalʳマス⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
休みになったらいつか御出かけになって下さい。	neutral,sonkeigo	neutral	⌈ˢ休みᵖnoun:common-nounʳヤスミ⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢなっᵖverb:non-self-reliant:godan-ra:conjunctive-geminateᵇなるᵈなるʳナッ⌉⌈ˢたらᵖauxiliary-verb:auxv-ta:conditionalᵇたᵈたʳタラ⌉⌈ˢいつᵖpronounʳイツ⌉⌈ˢかᵖparticle:adverbial-particleʳカ⌉⌈ˢ御ᵖprefixʳオ⌉⌈ˢ出かけᵖverb:general:e-ichidan-ka:conjunctiveᵇ出かけるᵈ出かけるʳデカケ⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢなっᵖverb:non-self-reliant:godan-ra:conjunctive-geminateᵇなるᵈなるʳナッ⌉⌈ˢてᵖparticle:conjunctive-particleʳテ⌉⌈ˢ下さいᵖverb:non-self-reliant:godan-ra:imperativeᵇ下さるᵈ下さるʳクダサイ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
会っていただく時間はおありでしょうか。	neutral	kenjogo	⌈ˢ会っᵖverb:general:godan-waa:conjunctive-geminateᵇ会うᵈ会うʳアッ⌉⌈ˢてᵖparticle:conjunctive-particleʳテ⌉⌈ˢいただくᵖverb:non-self-reliant:godan-ka:attributiveʳイタダク⌉⌈ˢ時間ᵖnoun:common-noun:counter-possibleʳジカン⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢおᵖprefixʳオ⌉⌈ˢありᵖverb:non-self-reliant:godan-ra:conjunctiveᵇあるᵈあるʳアリ⌉⌈ˢでしょうᵖauxiliary-verb:auxv-desu:volitional-presumptiveᵇですᵈですʳデショウ⌉⌈ˢかᵖparticle:sentence-final-particleʳカ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
会社でコーヒーを頂戴しました。	neutral	kenjogo	⌈ˢ会社ᵖnoun:common-nounʳカイシャ⌉⌈ˢでᵖparticle:case-particleʳデ⌉⌈ˢコーヒーᵖnoun:common-noun⌉⌈ˢをᵖparticle:case-particleʳヲ⌉⌈ˢ頂戴ᵖnoun:common-noun:suru-possibleʳチョウダイ⌉⌈ˢしᵖverb:non-self-reliant:sa-irregular:conjunctiveᵇするᵈするʳシ⌉⌈ˢましᵖauxiliary-verb:auxv-masu:conjunctiveᵇますᵈますʳマシ⌉⌈ˢたᵖauxiliary-verb:auxv-ta:terminalʳタ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
会社で成功するようにがんばりなさい。	sonkeigo,kyoshigo	neutral	⌈ˢ会社ᵖnoun:common-nounʳカイシャ⌉⌈ˢでᵖparticle:case-particleʳデ⌉⌈ˢ成功ᵖnoun:common-noun:suru-possibleʳセイコウ⌉⌈ˢするᵖverb:non-self-reliant:sa-irregular:attributiveʳスル⌉⌈ˢようᵖshape-word:auxiliary-verb-stemʳヨウ⌉⌈ˢにᵖauxiliary-verb:auxv-da:conjunctive-niᵇだᵈだʳニ⌉⌈ˢがんばりᵖverb:general:godan-ra:conjunctiveᵇがんばるᵈがんばるʳガンバリ⌉⌈ˢなさいᵖverb:non-self-reliant:godan-ra:imperativeᵇなさるᵈなさるʳナサイ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
会社の規定により、30日を過ぎた商品の返品は承ることはできかねます。	neutral	kenjogo	⌈ˢ会社ᵖnoun:common-nounʳカイシャ⌉⌈ˢのᵖparticle:case-particleʳノ⌉⌈ˢ規定ᵖnoun:common-noun:suru-possibleʳキテイ⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢよりᵖverb:general:godan-ra:conjunctiveᵇよるᵈよるʳヨリ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ30ᵖnoun:numeralʳサンレイ⌉⌈ˢ日ᵖnoun:common-noun:counter-possibleʳニチ⌉⌈ˢをᵖparticle:case-particleʳヲ⌉⌈ˢ過ぎᵖverb:non-self-reliant:i-ichidan-ga:conjunctiveᵇ過ぎるᵈ過ぎるʳスギ⌉⌈ˢたᵖauxiliary-verb:auxv-ta:attributiveʳタ⌉⌈ˢ商品ᵖnoun:common-nounʳショウヒン⌉⌈ˢのᵖparticle:case-particleʳノ⌉⌈ˢ返品ᵖnoun:common-noun:suru-possibleʳヘンピン⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢ承るᵖverb:general:godan-ra:attributiveʳウケタマワル⌉⌈ˢことᵖnoun:common-nounʳコト⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢできᵖverb:non-self-reliant:i-ichidan-ka:conjunctiveᵇできるᵈできるʳデキ⌉⌈ˢかねᵖsuffix:verb-like:e-ichidan-na:imperfectiveᵇかねるᵈかねるʳカネ⌉⌈ˢますᵖauxiliary-verb:auxv-masu:terminalʳマス⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
会社は十九世紀に建てられました。	sonkeigo	neutral	⌈ˢ会社ᵖnoun:common-nounʳカイシャ⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢ十九ᵖnoun:numeralʳジュウキュウ⌉⌈ˢ世紀ᵖnoun:common-nounʳセイキ⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢ建てᵖverb:general:e-ichidan-ta:imperfectiveᵇ建てるᵈ建てるʳタテ⌉⌈ˢられᵖauxiliary-verb:auxv-reru:conjunctiveᵇられるᵈられるʳラレ⌉⌈ˢましᵖauxiliary-verb:auxv-masu:conjunctiveᵇますᵈますʳマシ⌉⌈ˢたᵖauxiliary-verb:auxv-ta:terminalʳタ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
会議が開かれる。	sonkeigo	neutral	⌈ˢ会議ᵖnoun:common-noun:suru-possibleʳカイギ⌉⌈ˢがᵖparticle:case-particleʳガ⌉⌈ˢ開かᵖverb:general:godan-ka:imperfectiveᵇ開くᵈ開くʳヒラカ⌉⌈ˢれるᵖauxiliary-verb:auxv-reru:terminalʳレル⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
会議の後に各部門から報告がありました。	guntai	neutral	⌈ˢ会議ᵖnoun:common-noun:suru-possibleʳカイギ⌉⌈ˢのᵖparticle:case-particleʳノ⌉⌈ˢ後ᵖnoun:common-noun:adverb-possibleʳアト⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢ各ᵖprefixʳカク⌉⌈ˢ部門ᵖnoun:common-nounʳブモン⌉⌈ˢからᵖparticle:case-particleʳカラ⌉⌈ˢ報告ᵖnoun:common-noun:suru-possibleʳホウコク⌉⌈ˢがᵖparticle:case-particleʳガ⌉⌈ˢありᵖverb:non-self-reliant:godan-ra:conjunctiveᵇあるᵈあるʳアリ⌉⌈ˢましᵖauxiliary-verb:auxv-masu:conjunctiveᵇますᵈますʳマシ⌉⌈ˢたᵖauxiliary-verb:auxv-ta:terminalʳタ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
会議の議題に変更がありましたので、ご注意下さい。	ojousama	neutral	⌈ˢ会議ᵖnoun:common-noun:suru-possibleʳカイギ⌉⌈ˢのᵖparticle:case-particleʳノ⌉⌈ˢ議題ᵖnoun:common-nounʳギダイ⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢ変更ᵖnoun:common-noun:suru-possibleʳヘンコウ⌉⌈ˢがᵖparticle:case-particleʳガ⌉⌈ˢありᵖverb:non-self-reliant:godan-ra:conjunctiveᵇあるᵈあるʳアリ⌉⌈ˢましᵖauxiliary-verb:auxv-masu:conjunctiveᵇますᵈますʳマシ⌉⌈ˢたᵖauxiliary-verb:auxv-ta:attributiveʳタ⌉⌈ˢのᵖparticle:pre-noun-particleʳノ⌉⌈ˢでᵖauxiliary-verb:auxv-da:conjunctiveᵇだᵈだʳデ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢごᵖprefixʳゴ⌉⌈ˢ注意ᵖnoun:common-noun:suru-possibleʳチュウイ⌉⌈ˢ下さいᵖverb:non-self-reliant:godan-ra:imperativeᵇ下さるᵈ下さるʳクダサイ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
会議は明日開かれる予定だ。	sonkeigo	neutral	⌈ˢ会議ᵖnoun:common-noun:suru-possibleʳカイギ⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢ明日ᵖnoun:common-noun:adverb-possibleʳアス⌉⌈ˢ開かᵖverb:general:godan-ka:imperfectiveᵇ開くᵈ開くʳヒラカ⌉⌈ˢれるᵖauxiliary-verb:auxv-reru:attributiveʳレル⌉⌈ˢ予定ᵖnoun:common-noun:suru-possibleʳヨテイ⌉⌈ˢだᵖauxiliary-verb:auxv-da:terminalʳダ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
会議は来週開催される予定です。	sonkeigo	neutral	⌈ˢ会議ᵖnoun:common-noun:suru-possibleʳカイギ⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢ来週ᵖnoun:common-noun:adverb-possibleʳライシュウ⌉⌈ˢ開催ᵖnoun:common-noun:suru-possibleʳカイサイ⌉⌈ˢさᵖverb:non-self-reliant:sa-irregular:imperfective-saᵇするᵈするʳサ⌉⌈ˢれるᵖauxiliary-verb:auxv-reru:attributiveʳレル⌉⌈ˢ予定ᵖnoun:common-noun:suru-possibleʳヨテイ⌉⌈ˢですᵖauxiliary-verb:auxv-desu:terminalʳデス⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
会議は翌週に延期された。	sonkeigo	neutral	⌈ˢ会議ᵖnoun:common-noun:suru-possibleʳカイギ⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢ翌週ᵖnoun:common-noun:adverb-possibleʳヨクシュウ⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢ延期ᵖnoun:common-noun:suru-possibleʳエンキ⌉⌈ˢさᵖverb:non-self-reliant:sa-irregular:imperfective-saᵇするᵈするʳサ⌉⌈ˢれᵖauxiliary-verb:auxv-reru:conjunctiveᵇれるᵈれるʳレ⌉⌈ˢたᵖauxiliary-verb:auxv-ta:terminalʳタ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
会長はまもなくお越しです。	neutral	sonkeigo	⌈ˢ会長ᵖnoun:common-nounʳカイチョウ⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢまᵖnoun:common-noun:counter-possibleʳマ⌉⌈ˢもᵖparticle:binding-particleʳモ⌉⌈ˢなくᵖadjective:non-self-reliant:adjective:conjunctiveᵇないᵈないʳナク⌉⌈ˢおᵖprefixʳオ⌉⌈ˢ越しᵖverb:general:godan-sa:conjunctiveᵇ越すᵈ越すʳコシ⌉⌈ˢですᵖauxiliary-verb:auxv-desu:terminalʳデス⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
伝説の幕が今、上がらんとしている。	kansaiben	neutral	⌈ˢ伝説ᵖnoun:common-nounʳデンセツ⌉⌈ˢのᵖparticle:case-particleʳノ⌉⌈ˢ幕ᵖnoun:common-nounʳマク⌉⌈ˢがᵖparticle:case-particleʳガ⌉⌈ˢ今ᵖnoun:common-noun:adverb-possibleʳイマ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ上がらᵖverb:general:godan-ra:imperfectiveᵇ上がるᵈ上がるʳアガラ⌉⌈ˢんᵖauxiliary-verb:auxv-nu:terminal-nasalᵇぬᵈぬʳン⌉⌈ˢとᵖparticle:case-particleʳト⌉⌈ˢしᵖverb:non-self-reliant:sa-irregular:conjunctiveᵇするᵈするʳシ⌉⌈ˢてᵖparticle:conjunctive-particleʳテ⌉⌈ˢいるᵖverb:non-self-reliant:i-ichidan-a:terminalʳイル⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
似てると言われませんか。	sonkeigo	neutral	⌈ˢ似ᵖverb:general:i-ichidan-na:conjunctiveᵇ似るᵈ似るʳニ⌉⌈ˢてるᵖauxiliary-verb:e-ichidan-ta:terminalʳテル⌉⌈ˢとᵖparticle:case-particleʳト⌉⌈ˢ言わᵖverb:general:godan-waa:imperfectiveᵇ言うᵈ言うʳイワ⌉⌈ˢれᵖauxiliary-verb:auxv-reru:conjunctiveᵇれるᵈれるʳレ⌉⌈ˢませᵖauxiliary-verb:auxv-masu:imperfectiveᵇますᵈますʳマセ⌉⌈ˢんᵖauxiliary-verb:auxv-nu:terminal-nasalᵇぬᵈぬʳン⌉⌈ˢかᵖparticle:sentence-final-particleʳカ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
体育祭も終わったし、次は中間テストかあ。	neutral	kyoshigo	⌈ˢ体育祭ᵖnoun:common-nounʳタイイクサイ⌉⌈ˢもᵖparticle:binding-particleʳモ⌉⌈ˢ終わっᵖverb:non-self-reliant:godan-ra:conjunctive-geminateᵇ終わるᵈ終わるʳオワッ⌉⌈ˢたᵖauxiliary-verb:auxv-ta:terminalʳタ⌉⌈ˢしᵖparticle:conjunctive-particleʳシ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ次ᵖnoun:common-nounʳツギ⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢ中間テストᵖnoun:common-nounʳチュウカンテスト⌉⌈ˢかあᵖparticle:sentence-final-particleʳカア⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
体調の変化には十分に注意しなさい。	sonkeigo,kyoshigo	kyoshigo	⌈ˢ体調ᵖnoun:common-nounʳタイチョウ⌉⌈ˢのᵖparticle:case-particleʳノ⌉⌈ˢ変化ᵖnoun:common-noun:suru-possibleʳヘンカ⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢ十分ᵖshape-word:generalʳジュウブン⌉⌈ˢにᵖauxiliary-verb:auxv-da:conjunctive-niᵇだᵈだʳニ⌉⌈ˢ注意ᵖnoun:common-noun:suru-possibleʳチュウイ⌉⌈ˢしᵖverb:non-self-reliant:sa-irregular:conjunctiveᵇするᵈするʳシ⌉⌈ˢなさいᵖverb:non-self-reliant:godan-ra:imperativeᵇなさるᵈなさるʳナサイ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
何かお力になれることありませんか？	sonkeigo	neutral	⌈ˢ何ᵖpronounʳナン⌉⌈ˢかᵖparticle:adverbial-particleʳカ⌉⌈ˢおᵖprefixʳオ⌉⌈ˢ力ᵖnoun:common-nounʳチカラ⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢなれるᵖverb:non-self-reliant:e-ichidan-ra:attributiveʳナレル⌉⌈ˢことᵖnoun:common-nounʳコト⌉⌈ˢありᵖverb:non-self-reliant:godan-ra:conjunctiveᵇあるᵈあるʳアリ⌉⌈ˢませᵖauxiliary-verb:auxv-masu:imperfectiveᵇますᵈますʳマセ⌉⌈ˢんᵖauxiliary-verb:auxv-nu:terminal-nasalᵇぬᵈぬʳン⌉⌈ˢかᵖparticle:sentence-final-particleʳカ⌉⌈ˢ？ᵖauxiliary-symbol:periodᵇ?ᵈ?ʳ?⌉
何かもっと質問がありますか。	neutral	kyoshigo	⌈ˢ何ᵖpronounʳナン⌉⌈ˢかᵖparticle:adverbial-particleʳカ⌉⌈ˢもっとᵖadverbʳモット⌉⌈ˢ質問ᵖnoun:common-noun:suru-possibleʳシツモン⌉⌈ˢがᵖparticle:case-particleʳガ⌉⌈ˢありᵖverb:non-self-reliant:godan-ra:conjunctiveᵇあるᵈあるʳアリ⌉⌈ˢますᵖauxiliary-verb:auxv-masu:terminalʳマス⌉⌈ˢかᵖparticle:sentence-final-particleʳカ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
何か出そうな定番の場所ですからね。自動演奏するグランドピアノや独りでに動き出す人体模型や。	kansaiben	kansaiben,kyoshigo	⌈ˢ何ᵖpronounʳナン⌉⌈ˢかᵖparticle:adverbial-particleʳカ⌉⌈ˢ出ᵖverb:general:e-ichidan-da:conjunctiveᵇ出るᵈ出るʳデ⌉⌈ˢそうᵖshape-word:auxiliary-verb-stemʳソウ⌉⌈ˢなᵖauxiliary-verb:auxv-da:attributiveᵇだᵈだʳナ⌉⌈ˢ定番ᵖnoun:common-nounʳテイバン⌉⌈ˢのᵖparticle:case-particleʳノ⌉⌈ˢ場所ᵖnoun:common-nounʳバショ⌉⌈ˢですᵖauxiliary-verb:auxv-desu:terminalʳデス⌉⌈ˢからᵖparticle:conjunctive-particleʳカラ⌉⌈ˢねᵖparticle:sentence-final-particleʳネ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉⌈ˢ自動演奏ᵖnoun:proper-nounʳジドウエンソウ⌉⌈ˢするᵖverb:non-self-reliant:sa-irregular:attributiveʳスル⌉⌈ˢグランドピアノᵖnoun:common-noun⌉⌈ˢやᵖparticle:adverbial-particleʳヤ⌉⌈ˢ独りでにᵖadverbʳヒトリデニ⌉⌈ˢ動きᵖverb:general:godan-ka:conjunctiveᵇ動くᵈ動くʳウゴキ⌉⌈ˢ出すᵖverb:non-self-reliant:godan-sa:attributiveʳダス⌉⌈ˢ人体模型ᵖnoun:common-nounʳジンタイモケイ⌉⌈ˢやᵖparticle:adverbial-particleʳヤ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
何か質問がありますか。	neutral	kyoshigo	⌈ˢ何ᵖpronounʳナン⌉⌈ˢかᵖparticle:adverbial-particleʳカ⌉⌈ˢ質問ᵖnoun:common-noun:suru-possibleʳシツモン⌉⌈ˢがᵖparticle:case-particleʳガ⌉⌈ˢありᵖverb:non-self-reliant:godan-ra:conjunctiveᵇあるᵈあるʳアリ⌉⌈ˢますᵖauxiliary-verb:auxv-masu:terminalʳマス⌉⌈ˢかᵖparticle:sentence-final-particleʳカ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
何か質問がありますか？	neutral	kyoshigo	⌈ˢ何ᵖpronounʳナン⌉⌈ˢかᵖparticle:adverbial-particleʳカ⌉⌈ˢ質問ᵖnoun:common-noun:suru-possibleʳシツモン⌉⌈ˢがᵖparticle:case-particleʳガ⌉⌈ˢありᵖverb:non-self-reliant:godan-ra:conjunctiveᵇあるᵈあるʳアリ⌉⌈ˢますᵖauxiliary-verb:auxv-masu:terminalʳマス⌉⌈ˢかᵖparticle:sentence-final-particleʳカ⌉⌈ˢ？ᵖauxiliary-symbol:periodᵇ?ᵈ?ʳ?⌉
何か質問はありますか。	neutral	kyoshigo	⌈ˢ何ᵖpronounʳナン⌉⌈ˢかᵖparticle:adverbial-particleʳカ⌉⌈ˢ質問ᵖnoun:common-noun:suru-possibleʳシツモン⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢありᵖverb:non-self-reliant:godan-ra:conjunctiveᵇあるᵈあるʳアリ⌉⌈ˢますᵖauxiliary-verb:auxv-masu:terminalʳマス⌉⌈ˢかᵖparticle:sentence-final-particleʳカ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
